,Year,Time from Start to Finish (seconds),Q1,Q2,Q2_OTHER_TEXT,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q9_OTHER_TEXT,Q10,Q11
177,2019,540,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"1,000-1,999","$1000-$9,999"
178,2019,437,25-29,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"5,000-7,499",$100-$999
179,2019,760,45-49,Male,-1,,,,,,,,,-1,,
180,2019,736,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"40,000-49,999",$100-$999
181,2019,551,35-39,Female,-1,,,,,,,,,-1,$0-999,$0 (USD)
182,2019,923,22-24,Female,-1,Analyze and understand data to influence product or business decisions,,,,Experimentation and iteration to improve existing ML models,,,,-1,"70,000-79,999",$0 (USD)
183,2019,712,70+,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
184,2019,958,22-24,Female,-1,,,,,,,,,-1,"1,000-1,999",$1-$99
185,2019,555,45-49,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"90,000-99,999","$10,000-$99,999"
186,2019,409,30-34,Male,-1,,,,,,,,,-1,$0-999,$1-$99
187,2019,471,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"20,000-24,999",$1-$99
188,2019,650,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"20,000-24,999","$1000-$9,999"
189,2019,490,30-34,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"70,000-79,999","$1000-$9,999"
190,2019,528,40-44,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999","$10,000-$99,999"
191,2019,252,35-39,Male,-1,,,,,,,,,-1,"15,000-19,999","$1000-$9,999"
192,2019,953,50-54,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"5,000-7,499","$10,000-$99,999"
193,2019,345,22-24,Female,-1,,,,,,,,,-1,,
194,2019,493,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,$0-999,$1-$99
195,2019,539,30-34,Male,-1,,,,,,,,,-1,,
196,2019,325,18-21,Male,-1,,,,,,,,,-1,,
197,2019,1448,22-24,Male,-1,,,,,,,,,-1,,
198,2019,388,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999","$1000-$9,999"
199,2019,683,25-29,Male,-1,,,,,,,,,-1,$0-999,$100-$999
200,2019,274,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"40,000-49,999",$0 (USD)
201,2019,307,30-34,Female,-1,,,,,,,,,-1,,
202,2019,814,25-29,Female,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"70,000-79,999",$0 (USD)
203,2019,721,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"60,000-69,999",$1-$99
204,2019,1057,25-29,Female,-1,,,,,,,,,-1,,
205,2019,669,25-29,Male,-1,,,,,,,,,-1,"10,000-14,999",$1-$99
206,2019,801,55-59,Male,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
207,2019,560,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"10,000-14,999","$1000-$9,999"
208,2019,301,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"1,000-1,999",$100-$999
209,2019,471,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"10,000-14,999",$0 (USD)
210,2019,915,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"60,000-69,999",$0 (USD)
211,2019,731,22-24,Male,-1,,,,,,,,,-1,,
212,2019,482,22-24,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,$0-999,$100-$999
213,2019,5038,18-21,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"70,000-79,999","> $100,000 ($USD)"
214,2019,868,18-21,Female,-1,,,,,,,,,-1,,
215,2019,699,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"10,000-14,999","$10,000-$99,999"
216,2019,279,25-29,Male,-1,,,,,,,,,-1,,
217,2019,1570,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"40,000-49,999","$1000-$9,999"
218,2019,304,22-24,Female,-1,,,,,,,,,-1,,
219,2019,915,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"50,000-59,999",$0 (USD)
220,2019,529,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,$0-999,"$1000-$9,999"
221,2019,399,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"25,000-29,999",$0 (USD)
222,2019,898,30-34,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"20,000-24,999",$0 (USD)
223,2019,613,40-44,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"60,000-69,999","$1000-$9,999"
224,2019,462,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"90,000-99,999",$0 (USD)
225,2019,902,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,$0-999,$1-$99
226,2019,421,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"30,000-39,999",$0 (USD)
227,2019,343,55-59,Male,-1,,,,,,,,,-1,,
228,2019,284,40-44,Male,-1,,,,,,,,,-1,,
229,2019,425,22-24,Male,-1,,,,,,,,,-1,,
230,2019,868,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"10,000-14,999","$1000-$9,999"
231,2019,274,50-54,Male,-1,,,,,,,,,-1,"150,000-199,999",$0 (USD)
232,2019,235,30-34,Male,-1,,,,,,,,,-1,,
233,2019,576,25-29,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"150,000-199,999","> $100,000 ($USD)"
234,2019,4315,55-59,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"15,000-19,999",$100-$999
235,2019,4156,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"5,000-7,499","$1000-$9,999"
